EXTERNALIDENTIFIER,DEPTH,HEIGHT,WIDTH,MAXDIM,MINDIM,TRAILERCASEQUANTITY,WEIGHT,TCWEIGHT,PPA,MAPE,ITEMVELOCITY,UNITSPERLARGETOTE,UNITSPERSMALLTOTE,UNITSPERQUARTERTOTE,UNITSPERHALFTOTE,RECOMMENDED_PPA,NEED_TO_CHANGE
567168130,3.5,3.75,3.5,3.75,3.5,12,1.15,13.85,PICK_MODULE,119.42,6.054545455,114,58,13,29,MATRIX,Y
568517418,9.2,8,11,11,8,3,0.8,2.41,PICK_MODULE,50.17,6.054545455,6,3,1,2,MATRIX,Y
556111296,9.75,9.75,4,9.75,4,12,1.25,15.03,PICK_MODULE,84.19,6.036363636,14,7,2,3,MATRIX,Y
575414959,23,5,12,23,5,4,2.86,11.43,PALLET_FLOW_MODULE,108.41,6.036363636,4,2,0,1,MATRIX,Y
563448864,2,9.25,3,9.25,2,6,1,6.02,PICK_MODULE,134.15,6.036363636,95,48,11,24,MATRIX,Y
576091211,4,7,3,7,3,6,0.85,5.11,PICK_MODULE,66.84,6.036363636,63,32,7,16,MATRIX,Y
9204967,2.75,9,2.75,9,2.75,12,1.25,15.03,PICK_MODULE,48.9,6.036363636,77,39,9,19,MATRIX,Y
550555821,11.5,13.5,5.5,13.5,5.5,4,2.76,11.04,PICK_MODULE,50.04,6.036363636,6,3,1,2,MATRIX,Y
573153704,2.5,14,7,14,2.5,6,1.75,10.53,PICK_MODULE,86.06,6.036363636,21,11,3,5,MATRIX,Y
566262243,7.5,2.25,10.25,10.25,2.25,3,0.6,1.81,PICK_MODULE,26.06,6.018181818,30,15,4,8,MATRIX,Y
573929829,9,4,9,9,4,3,0.6,1.81,PICK_MODULE,48.86,6.018181818,16,8,2,4,MATRIX,Y
576091151,6,3.75,5.75,6,3.75,4,0.45,1.81,PICK_MODULE,22.35,6.018181818,41,21,5,10,MATRIX,Y
550212370,7.75,2,5.25,7.75,2,6,1.9,11.43,PICK_MODULE,91.24,6.018181818,65,33,8,16,MATRIX,Y
551717459,4.25,1.5,4.75,4.75,1.5,12,0.5,6.03,PICK_MODULE,39.2,6,173,88,20,43,MATRIX,Y
551496403,5.5,7.5,1.5,7.5,1.5,12,0.8,9.63,PICK_MODULE,61.77,6,85,43,10,21,MATRIX,Y
567383271,13.5,5,14,14,5,3,4.11,12.33,OFFLINE_PICK,44.57,6,6,3,1,1,MATRIX,Y
573929832,3.75,9,8,9,3.75,6,0.7,4.21,PICK_MODULE,30.54,6,19,10,2,5,MATRIX,Y
4070833,7.25,1,5.25,7.25,1,72,0.2,14.34,PICK_MODULE,50.9,6,138,70,16,34,MATRIX,Y
555465002,12,3.25,23,23,3.25,4,6.32,25.28,PICK_MODULE,30.42,6,6,3,1,1,MATRIX,Y
555181747,4,1.25,2.5,4,1.25,10,0.1,1,PICK_MODULE,14.67,6,420,213,49,105,MATRIX,Y
571983745,4.5,5.75,4.5,5.75,4.5,3,3.16,9.48,PICK_MODULE,86.58,5.981818182,45,23,5,11,MATRIX,Y
565272450,10.5,6.75,12.75,12.75,6.75,1,6.57,6.57,PICK_MODULE,95.51,5.981818182,6,3,1,1,MATRIX,Y
565421461,6,2,9,9,2,6,0.3,1.81,PICK_MODULE,106.04,5.981818182,49,25,6,12,MATRIX,Y
572725118,9,9,9,9,9,6,1.5,9.03,PICK_MODULE,46.26,5.981818182,7,4,1,2,MATRIX,Y
574153858,9,9,4,9,4,3,0.85,2.56,PICK_MODULE,21.97,5.981818182,16,8,2,4,MATRIX,Y
574557564,3.5,10,2,10,2,4,1,4.01,PICK_MODULE,38.67,5.981818182,75,38,9,19,MATRIX,Y
555500045,3.75,1.75,2.75,3.75,1.75,6,0.2,1.2,PICK_MODULE,66.37,5.981818182,291,147,34,73,MATRIX,Y
568397402,8.5,3.25,10,10,3.25,4,2.21,8.83,PICK_MODULE,77.3,5.963636364,19,10,2,5,MATRIX,Y
576030039,9,12.75,2,12.75,2,4,0.6,2.41,PICK_MODULE,148.41,5.963636364,23,12,3,6,MATRIX,Y
211374,6,1,2.75,6,1,48,0.1,4.78,PICK_MODULE,106.25,5.963636364,318,161,37,79,MATRIX,Y
563777498,9,10,3,10,3,4,3.96,15.85,PICK_MODULE,33.76,5.963636364,19,10,2,5,MATRIX,Y
577039679,24,2,14.5,24,2,6,0.5,3,PICK_MODULE,120.78,5.963636364,8,4,1,2,MATRIX,Y
565342486,3.5,12,8,12,3.5,4,2.46,9.83,PICK_MODULE,110.37,5.945454545,16,8,2,4,MATRIX,Y
552764595,5,5,4,5,4,12,1.1,13.25,PICK_MODULE,58.33,5.945454545,53,27,6,13,MATRIX,Y
554185956,5.25,2.5,6,6,2.5,6,2.61,15.65,PICK_MODULE,50.91,5.945454545,67,34,8,17,MATRIX,Y
575402778,5.5,1.75,5.5,5.5,1.75,6,0.5,3.01,PICK_MODULE,96.31,5.945454545,99,50,12,25,MATRIX,Y
551421873,5.75,0.91,7.75,7.75,0.91,6,0.4,2.4,PICK_MODULE,105.99,5.945454545,129,66,15,32,MATRIX,Y
558282521,8.75,1.5,4,8.75,1.5,6,1.1,6.61,PICK_MODULE,59.62,5.945454545,100,51,12,25,MATRIX,Y
566932836,9,6.5,9.25,9.25,6.5,1,5.22,5.22,PICK_MODULE,27.78,5.945454545,10,5,1,2,MATRIX,Y
9269203,4.25,2,7.5,7.5,2,12,0.4,4.81,PICK_MODULE,24.43,5.945454545,82,42,10,21,MATRIX,Y
567995450,9,5,10,10,5,2,7.37,14.75,PICK_MODULE,54.54,5.945454545,12,6,1,3,MATRIX,Y
834096,7.5,4,5,7.5,4,2,2.51,5.01,PICK_MODULE,39.27,5.945454545,35,18,4,9,MATRIX,Y
573532383,10,10,5.25,10,5.25,6,2.36,14.15,PICK_MODULE,52.06,5.945454545,10,5,1,2,MATRIX,Y
554760765,1.75,8.5,3,8.5,1.75,12,1.25,15.02,PICK_MODULE,68.9,5.945454545,118,60,14,29,MATRIX,Y
232086,6,2.5,3,6,2.5,6,0.55,3.31,PICK_MODULE,41.92,5.927272727,117,59,14,29,MATRIX,Y
574153640,18.25,5,14.5,18.25,5,2,9.08,18.16,PICK_MODULE,135,5.927272727,4,2,0,1,MATRIX,Y
573493202,3.75,4.5,3.75,4.5,3.75,12,0.6,7.22,PICK_MODULE,28.09,5.927272727,83,42,10,21,MATRIX,Y
574777599,7,9,11,11,7,2,1.75,3.51,PICK_MODULE,51.37,5.927272727,8,4,1,2,MATRIX,Y
562939423,4,9.75,6,9.75,4,6,1.75,10.54,PICK_MODULE,125.52,5.909090909,22,11,3,6,MATRIX,Y
563441037,4,4,5,5,4,6,1.15,6.92,PICK_MODULE,98.93,5.909090909,66,33,8,16,MATRIX,Y
576142000,13,8,9.25,13,8,1,15.15,15.15,PICK_MODULE,74.49,5.909090909,5,3,1,1,MATRIX,Y
552472374,10,3.5,7,10,3.5,6,2.21,13.23,PICK_MODULE,16.3,5.909090909,21,11,3,5,MATRIX,Y
576687603,7,8,2,8,2,6,2.01,12.04,PICK_MODULE,148.2,5.909090909,47,24,6,12,MATRIX,Y
9261592,3,4.25,3,4.25,3,12,0.55,6.61,PICK_MODULE,30.24,5.890909091,137,70,16,34,MATRIX,Y
557677918,6.25,1.75,5.5,6.25,1.75,12,0.7,8.43,PICK_MODULE,178.05,5.890909091,87,44,10,22,MATRIX,Y
552644455,11,2,4.75,11,2,1,3.11,3.11,PICK_MODULE,71.77,5.890909091,50,25,6,13,MATRIX,Y
568516527,3.5,3.5,5,5,3.5,6,1,6.01,PICK_MODULE,9,5.890909091,86,43,10,21,MATRIX,Y
574568816,3,7,2,7,2,12,0.5,6,PICK_MODULE,99.36,5.890909091,125,63,15,31,MATRIX,Y
206979,3.5,9.5,2.5,9.5,2.5,4,2.01,8.03,PICK_MODULE,50.95,5.890909091,63,32,7,16,MATRIX,Y
552439775,3.75,2.75,9.75,9.75,2.75,4,2.4,9.62,PICK_MODULE,43.44,5.890909091,52,26,6,13,MATRIX,Y
573707979,11,7.5,12,12,7.5,1,5.12,5.12,PICK_MODULE,64.58,5.872727273,5,3,1,1,MATRIX,Y
574153857,9,4,9,9,4,3,0.34,1.02,PICK_MODULE,56.57,5.872727273,16,8,2,4,MATRIX,Y
576257333,12,1,23,23,1,12,1,12.03,PICK_MODULE,61.04,5.872727273,19,10,2,5,MATRIX,Y
575274894,20.3,4.3,14.3,20.3,4.3,1,9.28,9.28,PICK_MODULE,121.79,5.872727273,4,2,0,1,MATRIX,Y
555595858,6,2.5,8.25,8.25,2.5,24,0.15,3.61,PICK_MODULE,27.6,5.854545455,42,21,5,11,MATRIX,Y
565290404,9,2.25,8.75,9,2.25,4,1.75,7.02,PICK_MODULE,109.03,5.854545455,30,15,3,7,MATRIX,Y
575256213,11,5.5,9.5,11,5.5,1,13.1,13.1,PICK_MODULE,123.15,5.836363636,9,5,1,2,MATRIX,Y
555283978,14,3,10,14,3,3,1.35,4.06,PICK_MODULE,26.48,5.836363636,13,6,1,3,MATRIX,Y
551314359,13.25,6,9.5,13.25,6,1,12.29,12.29,PICK_MODULE,82.56,5.836363636,7,4,1,2,MATRIX,Y
565363861,6.25,2,4.25,6.25,2,8,0.85,6.82,PICK_MODULE,94.94,5.836363636,99,50,12,25,MATRIX,Y
557800809,2,7.5,2,7.5,2,6,0.55,3.31,PICK_MODULE,112.99,5.836363636,175,89,21,44,MATRIX,Y
574665432,5,7,5,7,5,6,2.76,16.54,PICK_MODULE,76.14,5.836363636,30,15,4,7,MATRIX,Y
576651393,13,3,9,13,3,12,1.55,18.64,OFFLINE_PICK,62.94,5.836363636,15,8,2,4,MATRIX,Y
570355006,10,3.75,7,10,3.75,2,1.05,2.11,PICK_MODULE,15.87,5.818181818,20,10,2,5,MATRIX,Y
9281392,5,3,6,6,3,6,0.95,5.71,PICK_MODULE,17.82,5.818181818,58,30,7,15,MATRIX,Y
565358777,8,3.3,9,9,3.3,8,2.06,16.44,PICK_MODULE,80.92,5.818181818,22,11,3,6,MATRIX,Y
556938067,5,11,2.5,11,2.5,9,2.4,21.64,PICK_MODULE,73.06,5.818181818,38,19,4,10,MATRIX,Y
555193855,2.75,7.75,2.6,7.75,2.6,12,0.45,5.42,PICK_MODULE,178.85,5.818181818,95,48,11,24,MATRIX,Y
562915106,3,5,3,5,3,4,0.15,0.6,PICK_MODULE,25.42,5.818181818,117,59,14,29,MATRIX,Y
555128895,2,2,9.25,9.25,2,6,0.75,4.51,PICK_MODULE,56.02,5.818181818,142,72,17,35,MATRIX,Y
576005942,11,3,2,11,2,18,1.05,18.96,PICK_MODULE,29.83,5.818181818,80,40,9,20,MATRIX,Y
573338867,11,5,11,11,5,2,1.15,2.31,PICK_MODULE,62.67,5.818181818,9,4,1,2,MATRIX,Y
575691800,7,7,5.5,7,5.5,12,0.95,11.42,PICK_MODULE,49.18,5.818181818,19,10,2,5,MATRIX,Y
555770797,3,2,8,8,2,10,0.15,1.5,PICK_MODULE,103.69,5.818181818,109,55,13,27,MATRIX,Y
570172039,15,9,5,15,5,1,1.44,1.44,PICK_MODULE,117.13,5.8,8,4,1,2,MATRIX,Y
567396301,9,9.5,6.25,9.5,6.25,1,14.35,14.35,PICK_MODULE,47.71,5.8,10,5,1,2,MATRIX,Y
568112124,3.5,3.5,9,9,3.5,6,0.68,4.09,PICK_MODULE,64.69,5.8,48,24,6,12,MATRIX,Y
563007352,3.5,2.25,2.25,3.5,2.25,24,0.1,2.39,PICK_MODULE,50.65,5.8,296,150,35,74,MATRIX,Y
565282226,4,9,2,9,2,4,1.5,6.01,PICK_MODULE,137.08,5.8,73,37,9,18,MATRIX,Y
574562276,13,2,11,13,2,4,1.5,6.02,PICK_MODULE,77.95,5.8,18,9,2,5,MATRIX,Y
568053576,13,3.25,23.75,23.75,3.25,4,6.22,24.88,PICK_MODULE,27.51,5.8,5,3,1,1,MATRIX,Y
554568671,5,3.5,11,11,3.5,1,4.56,4.56,PICK_MODULE,82.62,5.781818182,27,14,3,7,MATRIX,Y
551094436,4.5,10,2.75,10,2.75,9,1.02,9.21,PICK_MODULE,42.05,5.781818182,42,21,5,11,MATRIX,Y
565665683,13.25,0.33,16.5,16.5,0.33,12,0.2,2.41,PICK_MODULE,45.81,5.781818182,73,37,9,18,MATRIX,Y
4651232,1.25,1.25,6,6,1.25,18,0.2,3.61,PICK_MODULE,155.2,5.781818182,560,284,66,140,MATRIX,Y
575241461,3,9,3,9,3,3,1.81,5.42,PICK_MODULE,20.6,5.781818182,65,33,8,16,MATRIX,Y
576091170,6,6,4,6,4,4,0.7,2.81,PICK_MODULE,92.18,5.781818182,36,18,4,9,MATRIX,Y
577493618,9,2,5,9,2,12,0.7,8.42,PICK_MODULE,22.42,5.781818182,58,30,7,15,MATRIX,Y
4632873,3.19,1.5,5,5,1.5,24,0.05,1.17,PICK_MODULE,110.38,5.781818182,219,111,26,55,MATRIX,Y
564167806,13,3.25,14,14,3.25,3,2.91,8.73,PICK_MODULE,15.68,5.781818182,9,4,1,2,MATRIX,Y
573159156,9.5,2,12.5,12.5,2,8,1.5,12.04,OFFLINE_PICK,97.2,5.763636364,22,11,3,6,MATRIX,Y
575733501,20,1,16,20,1,12,0.6,7.22,PICK_MODULE,45.98,5.763636364,16,8,2,4,MATRIX,Y
575249023,6.25,6,2.5,6.25,2.5,5,0.4,2,PICK_MODULE,29.6,5.763636364,56,28,7,14,MATRIX,Y
550843387,2.25,9,10,10,2.25,3,3.36,10.08,PICK_MODULE,29.6,5.745454545,26,13,3,6,MATRIX,Y
556585456,4,4,12,12,4,4,1.3,5.22,PICK_MODULE,92.86,5.745454545,27,14,3,7,MATRIX,Y
565863227,3.5,2,4,4,2,30,0.14,4.21,PICK_MODULE,52.19,5.745454545,188,95,22,47,MATRIX,Y
565652300,3.5,2,14.25,14.25,2,9,0.55,4.97,PICK_MODULE,73,5.745454545,53,27,6,13,MATRIX,Y
571866279,13.5,6.5,10.75,13.5,6.5,1,22.48,22.48,PICK_MODULE,22.13,5.745454545,6,3,1,1,MATRIX,Y
573407733,10,8.5,7.5,10,7.5,1,13.85,13.85,PICK_MODULE,54.39,5.745454545,8,4,1,2,MATRIX,Y
571226869,9.25,1,5.75,9.25,1,8,0.55,4.41,PICK_MODULE,255.28,5.745454545,99,50,12,25,MATRIX,Y
574077008,4,0.75,3.75,4,0.75,36,0.05,1.75,PICK_MODULE,110.52,5.745454545,467,236,55,116,MATRIX,Y
554075779,3,1,5,5,1,72,0.05,3.5,PICK_MODULE,83.62,5.727272727,350,177,41,87,MATRIX,Y
555729492,11.75,6.75,6,11.75,6,3,1.25,3.76,OFFLINE_PICK,47.62,5.727272727,11,6,1,3,MATRIX,Y
553639339,3.5,3.5,11.75,11.75,3.5,4,1.1,4.41,PICK_MODULE,77.9,5.727272727,36,18,4,9,MATRIX,Y
573919144,3.25,2.5,5.25,5.25,2.5,12,1.05,12.64,PICK_MODULE,111.01,5.727272727,123,62,14,31,MATRIX,Y
553900881,8.25,5.5,5.5,8.25,5.5,2,5.17,10.34,PICK_MODULE,80.9,5.727272727,21,11,2,5,MATRIX,Y
575132795,12,10.5,8.25,12,8.25,2,4.21,8.43,PICK_MODULE,37.89,5.727272727,5,3,1,1,MATRIX,Y
573034383,5.75,2.25,7.25,7.25,2.25,6,0.35,2.1,PICK_MODULE,101.9,5.727272727,56,28,7,14,MATRIX,Y
564199283,4,2.5,9,9,2.5,4,1.3,5.21,PICK_MODULE,52.67,5.727272727,58,30,7,15,MATRIX,Y
554139756,4,3,9,9,3,4,2.31,9.23,PICK_MODULE,50.55,5.709090909,49,25,6,12,MATRIX,Y
567926556,3.5,9.25,4.5,9.25,3.5,4,2.91,11.64,PICK_MODULE,111.84,5.709090909,36,18,4,9,MATRIX,Y
565522764,5.25,1.25,5.75,5.75,1.25,8,0.55,4.41,PICK_MODULE,129.78,5.709090909,139,70,16,35,MATRIX,Y
569281753,10,8,13.25,13.25,8,1,11.24,11.24,PICK_MODULE,41.12,5.709090909,5,3,1,1,MATRIX,Y
575955326,4,10,2,10,2,6,0.6,3.61,PICK_MODULE,153.03,5.709090909,66,33,8,16,MATRIX,Y
553388535,3.5,0.5,7.25,7.25,0.5,12,0.3,3.61,PICK_MODULE,18.67,5.709090909,414,210,49,103,MATRIX,Y
570681915,11,5,12,12,5,6,5.27,31.61,PICK_MODULE,51.87,5.709090909,8,4,1,2,MATRIX,Y
565268393,5,1,8,8,1,4,0.25,1,PICK_MODULE,68.56,5.709090909,131,67,15,33,MATRIX,Y
9270670,3.75,4,3.75,4,3.75,6,1.3,7.81,PICK_MODULE,99.83,5.690909091,93,47,11,23,MATRIX,Y
571755177,10.25,7.75,6,10.25,6,1,1.3,1.3,PICK_MODULE,42.22,5.690909091,11,6,1,3,MATRIX,Y
1587183,9.5,9,17,17,9,1,8.63,8.63,OFFLINE_PICK,55.18,5.690909091,4,2,0,1,MATRIX,Y
551135099,3.5,3,5.25,5.25,3,6,0.2,1.19,PICK_MODULE,31.63,5.690909091,95,48,11,24,MATRIX,Y
1390499,1,8.5,3.5,8.5,1,6,1.05,6.32,PICK_MODULE,99.45,5.672727273,176,89,21,44,MATRIX,Y
551302846,9.5,5.5,9.5,9.5,5.5,1,10.69,10.69,PICK_MODULE,121.14,5.672727273,11,5,1,3,MATRIX,Y
566091459,7.5,8.5,10.5,10.5,7.5,1,13.55,13.55,OFFLINE_PICK,109.92,5.672727273,8,4,1,2,MATRIX,Y
565790455,8,3.75,9.5,9.5,3.75,4,0.5,2,OFFLINE_PICK,19.04,5.672727273,18,9,2,5,MATRIX,Y
555242182,6.75,0.37,6.75,6.75,0.37,12,0.1,1.2,PICK_MODULE,27.5,5.672727273,311,158,37,78,MATRIX,Y
566770933,5.5,0.5,4,5.5,0.5,48,0.1,4.78,PICK_MODULE,17.18,5.672727273,477,242,56,119,MATRIX,Y
565283572,2,9,4,9,2,4,1.45,5.82,PICK_MODULE,42.53,5.672727273,73,37,9,18,MATRIX,Y
563838236,2.75,2.75,4,4,2.75,12,0.75,9.03,PICK_MODULE,23.9,5.672727273,174,88,20,43,MATRIX,Y
565121671,6.25,1.75,4,6.25,1.75,8,0.1,0.8,PICK_MODULE,15.83,5.672727273,120,61,14,30,MATRIX,Y
572764800,1.75,7.5,1.75,7.5,1.75,12,0.33,3.96,PICK_MODULE,136.91,5.672727273,229,116,27,57,MATRIX,Y
550801019,6.5,4,2,6.5,2,12,2.01,24.08,PICK_MODULE,75.33,5.672727273,101,51,12,25,MATRIX,Y
551370165,8,7.5,5.25,8,5.25,2,6.62,13.25,PICK_MODULE,37.61,5.654545455,17,8,2,4,MATRIX,Y
568062316,3,6.25,5.5,6.25,3,3,1.05,3.16,PICK_MODULE,52.29,5.654545455,51,26,6,13,MATRIX,Y
575672962,16,5.25,15,16,5.25,2,4.01,8.03,PICK_MODULE,21.2,5.654545455,4,2,0,1,MATRIX,Y
565665712,11,0.33,15.5,15.5,0.33,12,0.15,1.81,PICK_MODULE,85.91,5.654545455,93,47,11,23,MATRIX,Y
2639453,7,2,6,7,2,48,0.1,4.78,PICK_MODULE,20.56,5.654545455,63,32,7,16,MATRIX,Y
556558832,7.85,2.25,8,8,2.25,8,1.1,8.81,PICK_MODULE,128.91,5.654545455,37,19,4,9,MATRIX,Y
553282025,8.5,6,3,8.5,3,4,1.9,7.63,PICK_MODULE,227.67,5.636363636,34,17,4,9,MATRIX,Y
569814723,5,8,2,8,2,6,1.3,7.82,PICK_MODULE,79.81,5.636363636,66,33,8,16,MATRIX,Y
556094214,4.65,9.75,2.3,9.75,2.3,6,1.5,9.03,PICK_MODULE,71.24,5.636363636,50,26,6,13,MATRIX,Y
564701845,8,3,6,8,3,4,2.11,8.42,PICK_MODULE,42.96,5.618181818,36,18,4,9,MATRIX,Y
575726768,6.5,2,2.25,6.5,2,8,0.2,1.59,PICK_MODULE,27.67,5.618181818,179,91,21,45,MATRIX,Y
9578730,9,0.83,11,11,0.83,6,1.05,6.32,PICK_MODULE,49.57,5.618181818,64,32,8,16,MATRIX,Y
570894830,8,2,5.75,8,2,8,0.5,4,PICK_MODULE,87.5,5.6,57,29,7,14,MATRIX,Y
565264230,11.25,3.25,8.75,11.25,3.25,3,1.9,5.72,PICK_MODULE,87.02,5.6,16,8,2,4,MATRIX,Y
576091116,5.75,5.75,3.75,5.75,3.75,4,0.95,3.81,PICK_MODULE,64.78,5.6,42,21,5,11,MATRIX,Y
567542581,10.25,2.25,15,15,2.25,4,0.64,2.57,PICK_MODULE,57.7,5.6,15,8,2,4,MATRIX,Y
566944586,3,1.25,4.75,4.75,1.25,72,0.15,10.84,PICK_MODULE,11.47,5.6,295,149,35,74,MATRIX,Y
555917135,6,7.5,2,7.5,2,8,1,8.02,PICK_MODULE,23.56,5.581818182,58,30,7,15,MATRIX,Y
575083235,18,13,5.5,18,5.5,2,3.96,7.92,PICK_MODULE,24.29,5.581818182,4,2,0,1,MATRIX,Y
4690718,2.25,6.5,1.75,6.5,1.75,12,0.35,4.19,PICK_MODULE,95.5,5.581818182,205,104,24,51,MATRIX,Y
1350344,4,1,9.5,9.5,1,12,0.4,4.81,PICK_MODULE,122.61,5.563636364,138,70,16,34,MATRIX,Y
553454107,6.75,0.75,5.75,6.75,0.75,12,0.15,1.81,PICK_MODULE,46.43,5.563636364,180,91,21,45,MATRIX,Y
567071281,6.25,2.5,4.75,6.25,2.5,8,0.55,4.41,PICK_MODULE,78.81,5.563636364,71,36,8,18,MATRIX,Y
550772522,3,8.5,2.75,8.5,2.75,6,2.21,13.25,PICK_MODULE,81.15,5.563636364,75,38,9,19,MATRIX,Y
551362870,7,6,4.5,7,4.5,1,3.51,3.51,PICK_MODULE,37.2,5.563636364,28,14,3,7,MATRIX,Y
555554034,8,0.5,11,11,0.5,12,0.01,0.13,PICK_MODULE,46,5.563636364,119,60,14,30,MATRIX,Y
571461008,11,10,11.75,11.75,10,1,2.01,2.01,PICK_MODULE,47.94,5.563636364,4,2,0,1,MATRIX,Y
552224265,3.75,9.5,3.75,9.5,3.75,4,1.56,6.22,PICK_MODULE,82.19,5.563636364,39,20,5,10,MATRIX,Y
567667090,15.5,13,3.5,15.5,3.5,3,2.16,6.47,PICK_MODULE,135.47,5.563636364,7,4,1,2,MATRIX,Y
575257706,1,3.25,2.4,3.25,1,12,0.15,1.8,PICK_MODULE,24.12,5.563636364,673,341,79,168,MATRIX,Y
576280094,3.5,6,3.25,6,3.25,24,0.6,14.44,PICK_MODULE,82.14,5.563636364,77,39,9,19,MATRIX,Y
575487801,10.25,6.5,5.25,10.25,5.25,2,4.07,8.14,PICK_MODULE,20.66,5.563636364,15,8,2,4,MATRIX,Y
574021285,12,6.25,6.25,12,6.25,6,1.81,10.84,PICK_MODULE,64.74,5.563636364,11,6,1,3,MATRIX,Y
413820,7,2.5,2.5,7,2.5,12,0.3,3.61,PICK_MODULE,24.67,5.545454545,120,61,14,30,MATRIX,Y
570855603,14,11,4,14,4,2,1.81,3.61,PICK_MODULE,74.59,5.545454545,9,4,1,2,MATRIX,Y
571600302,7.75,2.5,2.5,7.75,2.5,12,0.6,7.22,PICK_MODULE,47.71,5.545454545,108,55,13,27,MATRIX,Y
567211600,24,6,7,24,6,4,1.75,7.02,PICK_MODULE,50.81,5.545454545,5,3,1,1,MATRIX,Y
566876286,4,2,12,12,2,6,0.4,2.41,PICK_MODULE,20.01,5.545454545,55,28,6,14,MATRIX,Y
563440059,5.25,1,5.5,5.5,1,12,0.2,2.41,PICK_MODULE,35.72,5.545454545,182,92,21,45,MATRIX,Y
556102023,10.25,3,3.5,10.25,3,12,0.4,4.82,PICK_MODULE,50.84,5.545454545,49,25,6,12,MATRIX,Y
4696317,1,7.5,3,7.5,1,12,0.65,7.81,PICK_MODULE,68.57,5.545454545,233,118,27,58,MATRIX,Y
571748943,17.25,5,15.25,17.25,5,1,5.02,5.02,PALLET_FLOW_MODULE,46.22,5.545454545,4,2,0,1,MATRIX,Y
567201145,2,9.75,8,9.75,2,5,2.86,14.29,PICK_MODULE,244.94,5.527272727,34,17,4,8,MATRIX,Y
554464640,5,2.5,9,9,2.5,12,0.3,3.61,PICK_MODULE,46.11,5.527272727,47,24,5,12,MATRIX,Y
574267873,11,7.5,9.5,11,7.5,1,7.37,7.37,PICK_MODULE,81.9,5.527272727,7,3,1,2,MATRIX,Y
9214829,4,8.5,4,8.5,4,6,2.41,14.44,PICK_MODULE,60.4,5.527272727,39,20,5,10,MATRIX,Y
553515489,3,4.75,1.5,4.75,1.5,12,0.1,1.19,PICK_MODULE,20.93,5.527272727,246,124,29,61,MATRIX,Y
4086237,3.75,3.25,4,4,3.25,6,0.6,3.61,PICK_MODULE,28.52,5.509090909,108,55,13,27,MATRIX,Y
575344155,12,5,10.5,12,5,6,2.11,12.64,PICK_MODULE,55.02,5.509090909,8,4,1,2,MATRIX,Y
556630613,6,2,8.75,8.75,2,4,1.86,7.42,PICK_MODULE,49.81,5.509090909,50,25,6,12,MATRIX,Y
565287838,13.5,0.39,22.25,22.25,0.39,12,0.45,5.42,PICK_MODULE,108.24,5.490909091,45,23,5,11,MATRIX,Y
556454003,8.25,5,8.25,8.25,5,2,5.92,11.84,PICK_MODULE,56.4,5.490909091,15,8,2,4,MATRIX,Y
571854768,2.9,2,5,5,2,12,0.5,6,PICK_MODULE,25.78,5.490909091,181,92,21,45,MATRIX,Y
563353435,14,5.75,8.25,14,5.75,2,2.11,4.21,PICK_MODULE,73.44,5.490909091,8,4,1,2,MATRIX,Y
570625274,10.5,2.75,9,10.5,2.75,16,1.75,28.07,PICK_MODULE,29.68,5.490909091,20,10,2,5,MATRIX,Y
572587249,10,3.5,7.5,10,3.5,6,0.3,1.81,PICK_MODULE,74.38,5.490909091,20,10,2,5,MATRIX,Y
564664337,6,3.5,9.5,9.5,3.5,1,4.82,4.82,PICK_MODULE,150.82,5.490909091,26,13,3,7,MATRIX,Y
576257313,23.75,1,17,23.75,1,12,1.4,16.86,PICK_MODULE,92.16,5.490909091,13,7,2,3,MATRIX,Y
575240077,12,6,11.5,12,6,2,3.21,6.42,PICK_MODULE,100.24,5.490909091,6,3,1,2,MATRIX,Y
574916932,8.5,6.5,6.5,8.5,6.5,2,0.75,1.5,PICK_MODULE,97.75,5.490909091,15,7,2,4,MATRIX,Y
573661009,10,2,10,10,2,6,1.25,7.51,PICK_MODULE,236.4,5.490909091,26,13,3,7,MATRIX,Y
568261372,4,2.25,5.75,5.75,2.25,12,0.1,1.2,PICK_MODULE,57.5,5.490909091,101,51,12,25,MATRIX,Y
574161836,5.5,1.5,9,9,1.5,8,0.65,5.2,PICK_MODULE,109.27,5.472727273,71,36,8,18,MATRIX,Y
564825292,3,3,6.75,6.75,3,4,0.2,0.8,PICK_MODULE,86.67,5.472727273,86,44,10,22,MATRIX,Y
558158328,10,8,10,10,8,6,0.75,4.51,PICK_MODULE,31.74,5.472727273,7,3,1,2,MATRIX,Y
572532781,4,3,9.5,9.5,3,4,2.21,8.82,PICK_MODULE,89.35,5.472727273,46,23,5,11,MATRIX,Y
565840043,2.75,1.25,2.75,2.75,1.25,10,0.15,1.48,PICK_MODULE,24.6,5.454545455,555,281,65,139,MATRIX,Y
567071292,6.5,2.75,5,6.5,2.75,8,0.55,4.41,PICK_MODULE,101.44,5.454545455,59,30,7,15,MATRIX,Y
563793294,7.5,5,10.5,10.5,5,2,1.35,2.71,PICK_MODULE,66.97,5.454545455,13,7,2,3,MATRIX,Y
574165167,19.25,11.25,2,19.25,2,4,3.61,14.44,PICK_MODULE,115.58,5.454545455,12,6,1,3,MATRIX,Y
564404959,8.25,7.25,3.5,8.25,3.5,5,3.11,15.55,PICK_MODULE,59.17,5.454545455,25,13,3,6,MATRIX,Y
