EXTERNALIDENTIFIER,LONGDESCRIPTION,DEPTH,HEIGHT,WIDTH,MAXDIM,MINDIM,TRAILERCASEQUANTITY,WEIGHT,TCWEIGHT,PPA,MAPE,ITEMVELOCITY,UNITSPERLARGETOTE,UNITSPERSMALLTOTE,UNITSPERQUARTERTOTE,UNITSPERHALFTOTE,RECOMMENDED_PPA,NEED_TO_CHANGE
554082841,Equate Spring Fresh Body Wash  21 fl oz,9.5,3,3,9.5,3,6,1.5,9.03,PICK_MODULE,31.53,5.236363636,61,31,7,15,MATRIX,Y
575256408,Crystal Light Sugar Free Calorie Free Black Cherry Lime Liquid Drink Mix  Caffeine Free  1.62 fl oz Bottle,1.1,3.75,1.75,3.75,1.1,12,0.15,1.81,PICK_MODULE,9,5.236363636,727,368,86,182,MATRIX,Y
552373429,Dinty Moore Chicken and Dumpling  20 Ounce Can,4.25,3.75,4.25,4.25,3.75,8,1.5,12.03,PICK_MODULE,30.08,5.236363636,78,39,9,19,MATRIX,Y
573954336,Fortnite Boogie Bedding Sheet Set  Multiple Sizes,5,9,4,9,4,2,1.86,3.71,PICK_MODULE,43.39,5.236363636,29,15,3,7,MATRIX,Y
553059016,Garnier Fructis Style Mega Full Thickening Hair Lotion Spray  5 fl. oz.,6.25,2,2.25,6.25,2,6,0.4,2.41,PICK_MODULE,68.99,5.236363636,187,95,22,47,MATRIX,Y
558275892,Archway Oatmeal Classic Soft Cookies  9.5 Oz,4.5,2.5,8.5,8.5,2.5,9,0.7,6.31,PICK_MODULE,83.33,5.218181818,55,28,6,14,MATRIX,Y
567272199,Vibrant Life Playful Buddy Emoticon Dog Chew Toy  Medium  3 Count,4.25,1.25,5,5,1.25,6,0.1,0.6,PICK_MODULE,47.06,5.218181818,198,100,23,49,MATRIX,Y
575402827,Atkins Protein Rich Meal Bar  Chocolate Almond Caramel  Keto Friendly  5 Count,6,6.25,1.75,6.25,1.75,6,0.6,3.61,PICK_MODULE,43.47,5.218181818,80,41,9,20,MATRIX,Y
576024928,Utz Pork Rinds  Barbecue 7.5 oz. Barrel,6,10.25,6,10.25,6,1,1.05,1.05,PICK_MODULE,32.58,5.218181818,14,7,2,4,MATRIX,Y
573095599,Assurance Incontinence Underwear for Women  Maximum  Size 2XL  28 Count,11,11,12,12,11,1,5.47,5.47,PICK_MODULE,42.81,5.218181818,4,2,0,1,MATRIX,Y
565900086,Sparkling Ice  Cherry Limeade  17 Fl Oz  12 Count,10,9,7,10,7,1,14.5,14.5,OFFLINE_PICK,72.6,5.2,8,4,1,2,MATRIX,Y
551972047,Hamilton Beach 2 Slice Toaster   Model# 22614Z,7.25,8.25,12.25,12.25,7.25,2,2.51,5.02,OFFLINE_PICK,20.28,5.2,7,4,1,2,MATRIX,Y
564257072,V8 +Energy Sparkling Healthy Energy Drink  Natural Energy from Tea  White Grape Raspberry  8.4 Oz Can (4 Count),4.25,4.25,5.5,5.5,4.25,6,2.41,14.45,PICK_MODULE,51.25,5.2,53,27,6,13,MATRIX,Y
553461990,Lysol Disinfectant Spray  Cherry Pomegranate  19oz,2.75,10.25,2.75,10.25,2.75,6,1.5,9.01,PICK_MODULE,83.86,5.2,68,34,8,17,MATRIX,Y
575917194,Planters Dry Roasted Salted Macadamias  6.25 oz Jar,5.25,3,3.25,5.25,3,12,0.55,6.61,PICK_MODULE,53.64,5.2,103,52,12,26,MATRIX,Y
550282195,Truvia Cane Sugar and Stevia Blend 1.5 lb. Bag,5.75,9.25,3,9.25,3,8,1.6,12.84,PICK_MODULE,41.7,5.2,33,17,4,8,MATRIX,Y
571233584,GOLD BOND Ultimate Cracked Skin Fill & Protect Cream 0.75oz,5.25,5,1.25,5.25,1.25,24,0.05,1.17,PICK_MODULE,90.49,5.2,160,81,19,40,MATRIX,Y
9206749,Nestle Toll House Premier White Morsels  24 Oz Bag,9.75,1,5.25,9.75,1,12,1.5,18.05,PICK_MODULE,81.57,5.2,103,52,12,26,MATRIX,Y
551206253,Barilla Classic Blue Box Pasta Mini Penne 16 oz,5,7.5,2.5,7.5,2.5,12,1.05,12.64,PICK_MODULE,29.55,5.2,56,28,7,14,MATRIX,Y
553577948,belVita Cinnamon Brown Sugar Breakfast Biscuits  14.1 Oz.,5.25,2.5,9,9,2.5,8,1.05,8.42,PICK_MODULE,28.21,5.2,44,23,5,11,MATRIX,Y
570654944,Lay s Potato Chips  Sour Cream & Onion Flavor  14.75 oz Bag,13.5,4.5,9,13.5,4.5,8,0.95,7.61,OFFLINE_PICK,87.05,5.181818182,10,5,1,2,MATRIX,Y
570832192,Gatorade Zero Sugar Thirst Quencher  3 Flavor Variety Pack  20 fl oz  12 count,12.5,8,9.25,12.5,8,1,17.1,17.1,OFFLINE_PICK,63.88,5.181818182,6,3,1,1,MATRIX,Y
573973544,Centrum Silver Men (200 Count) Complete Multivitamin / Multimineral Supplement Tablet  Vitamin D3  B Vitamins  Zinc  Age 50+,2.75,2.75,5,5,2.75,12,0.75,9.03,PICK_MODULE,49.24,5.181818182,139,70,16,35,MATRIX,Y
568029182,Depend FIT FLEX Incontinence Underwear for Women  Maximum Absorbency  M  Blush  44 Count,12,12.5,9.5,12.5,9.5,1,3.71,3.71,PICK_MODULE,188.25,5.181818182,4,2,0,1,MATRIX,Y
575759418,Classico Riserva Marinara Pasta Sauce  24 oz Jar,2.9,6.9,3,6.9,2.9,8,2.31,18.46,PICK_MODULE,19.41,5.181818182,87,44,10,22,MATRIX,Y
556701655,Fleischmann s Rapid Rise Bread Machine Instant Yeast  4 oz Jar,3,3,4,4,3,8,0.65,5.2,PICK_MODULE,129.82,5.181818182,146,74,17,36,MATRIX,Y
550546252,11  Plush Happy Face Squeaky with Rope Doy Toy  Red Rope,3,14,3,14,3,12,0.46,5.52,OFFLINE_PICK,31.24,5.163636364,42,21,5,10,MATRIX,Y
555826042,Bai Cocofusion Antioxidant Infused Beverage  Molokai Coconut  18 Fl Oz  12 Count,10.5,8,8,10.5,8,1,10.98,10.98,OFFLINE_PICK,101.66,5.163636364,8,4,1,2,MATRIX,Y
1396386,Purex Liquid Laundry Detergent with Crystals Fragrance  Fresh Lavender Blossom  150 Fluid Ounces  100 Loads,18.5,5,13,18.5,5,4,10.98,43.91,OFFLINE_PICK,92.47,5.163636364,4,2,1,1,MATRIX,Y
576128527,TIKI&reg; Brand 4 in 1 Multi Use Torch,6,15.75,5,15.75,5,6,1,6.01,PICK_MODULE,37.07,5.163636364,11,6,1,3,MATRIX,Y
568294617,Colgate Optic White Whitening Toothpaste  Sparkling White   5 ounce (3 pack),8,2,6.25,8,2,6,1.15,6.92,PICK_MODULE,37.75,5.163636364,53,27,6,13,MATRIX,Y
557481789,Lucky Leaf Sliced Apples for Pies and Desserts 20oz Can,3,4.5,3,4.5,3,12,1.45,17.44,PICK_MODULE,42.87,5.163636364,130,66,15,32,MATRIX,Y
566033122,Barbie Fashion Orange Graphic Dress Doll with Blonde Hair,3.25,2,13,13,2,4,0.4,1.6,PICK_MODULE,33,5.163636364,62,31,7,16,MATRIX,Y
552431969,French Market Medium Dark Roast Ground Chicory & Coffee  12 oz,4,5.25,4,5.25,4,12,1,12.03,PICK_MODULE,57.2,5.163636364,63,32,7,16,MATRIX,Y
572858662,Post Oreo O s Cereal  17 oz. Box,19.75,1.08,16.5,19.75,1.08,12,1.3,15.63,OFFLINE_PICK,99.33,5.145454545,15,8,2,4,MATRIX,Y
566254188,Scott Professional Multi Purpose Shop Towels  55 Sheets per Roll  6 Ct,13.25,9.25,11.25,13.25,9.25,4,4.82,19.27,PICK_MODULE,123.08,5.145454545,4,2,0,1,MATRIX,Y
555535457,Febreze FABRIC Refresher  Pet Odor Eliminator Refill  1 Count  67.62 oz,9,5,4.75,9,4.75,2,4.67,9.34,PICK_MODULE,74.1,5.145454545,25,12,3,6,MATRIX,Y
574033562,Seventh Generation All Purpose Cleaner  Free & Clear  23 oz,3,3,11,11,3,8,1.75,14.04,PICK_MODULE,114.14,5.145454545,53,27,6,13,MATRIX,Y
550068941,Parent s Choice Diapers  Size 4  124 Diapers,9.25,8.25,18.25,18.25,8.25,1,9.33,9.33,PICK_MODULE,49.49,5.145454545,4,2,0,1,MATRIX,Y
567661733,Equate Anti Dandruff Therapeutic Shampoo  Original Strength  8.5 fl oz,2.25,1.75,8,8,1.75,6,0.65,3.9,PICK_MODULE,48.56,5.145454545,167,84,20,42,MATRIX,Y
565354861,Komelon WSL2812 12 Foot Self Lock Tape Measure,5,1.25,6.5,6.5,1.25,12,0.35,4.19,PICK_MODULE,166.88,5.145454545,129,65,15,32,MATRIX,Y
566993435,Spring Valley Valerian Root Capsules  500 mg  100 Ct,2,2,4.5,4.5,2,24,0.2,4.78,PICK_MODULE,102.32,5.145454545,292,148,34,73,MATRIX,Y
556629732,Kellogg s Special K Protein Shake  Rich Chocolate  15g Protein  10 Fl Oz  4 Ct,5,7,5,7,5,3,3.21,9.63,PICK_MODULE,61.75,5.127272727,30,15,4,7,MATRIX,Y
554050595,Arm & Hammer Kids Spinbrush Paw Patrol  1 Count  Character May Vary,2,1,9.75,9.75,1,24,0.2,4.78,PICK_MODULE,41.88,5.127272727,269,136,32,67,MATRIX,Y
554250098,King Oscar Skinless Boneless Mackerel in Olive Oil  4.05 oz,4.5,1.5,2.75,4.5,1.5,12,0.3,3.61,PICK_MODULE,31.52,5.127272727,283,143,33,71,MATRIX,Y
571724492,Harry Potter Minerva McGonagall Film Inspired Collector Doll,13,2.75,8,13,2.75,4,0.65,2.61,PICK_MODULE,42.35,5.127272727,18,9,2,5,MATRIX,Y
573563949,Play Doh Wheels Firetruck Toy Including NEW Play Doh Water Compound,15,13,4.25,15,4.25,2,1.5,3.01,PICK_MODULE,52.21,5.127272727,6,3,1,2,MATRIX,Y
550068940,Parent s Choice Diapers  Size 6  92 Diapers,20.25,8,9,20.25,8,1,8.03,8.03,PICK_MODULE,104.15,5.127272727,4,2,0,1,MATRIX,Y
564015170,Thai Kitchen Gluten Free Unsweetened Coconut Milk  5.46 fl oz,2.25,2.25,3.5,3.5,2.25,24,0.45,10.84,PICK_MODULE,22,5.127272727,296,150,35,74,MATRIX,Y
576962554,LeapFrog LeapReader Reading and Writing System   Green,11.5,2.75,11.5,11.5,2.75,2,0.8,1.6,PICK_MODULE,49.38,5.127272727,14,7,2,4,MATRIX,Y
572565223,Smucker s Organic Creamy Peanut Butter  16 oz,3.2,5,3.2,5,3.2,6,1.56,9.33,PICK_MODULE,80.59,5.127272727,103,52,12,26,MATRIX,Y
570780333,The Pioneer Woman Country Calico Pole Top Curtain Panel,8,1,10.25,10.25,1,6,0.6,3.61,PICK_MODULE,72.66,5.127272727,64,32,8,16,MATRIX,Y
565268396,St. Ives Softening Body Lotion Coconut and Orchid 21 oz,4,2,9.75,9.75,2,4,1.45,5.82,PICK_MODULE,80.6,5.109090909,67,34,8,17,MATRIX,Y
562934511,Mrs. Meyer s Liquid Hand Soap Refill  Basil  33 fl oz,5,7.5,2,7.5,2,6,1.1,6.61,PICK_MODULE,62.38,5.109090909,70,35,8,17,MATRIX,Y
557957778,Neosporin + Pain  Itch  Scar Antibiotic Ointment  1 Oz,3.3,5,1,5,1,24,0.04,0.96,PICK_MODULE,87.05,5.109090909,318,161,37,79,MATRIX,Y
555365972,Febreze FABRIC Refresher with Gain  Original  1 Count  27 oz,9.75,3.25,4.25,9.75,3.25,4,1.96,7.82,PICK_MODULE,109.44,5.109090909,39,20,5,10,MATRIX,Y
572522160,Mega Bloks Dr. Seuss How the Grinch Saved Christmas!,12,2,12,12,2,5,0.75,3.76,PICK_MODULE,22.1,5.109090909,18,9,2,5,MATRIX,Y
575810003,Built Double Wall Stainless Steel Vacuum Insulated Tumbler  20 Oz  Rose Gold,7.75,3.25,3.25,7.75,3.25,9,0.75,6.77,PICK_MODULE,88.38,5.109090909,64,32,8,16,MATRIX,Y
556700788,Mainstays Allergy Relief Waterproof Zippered Mattress Protector  Queen,6,9,4,9,4,2,0.82,1.64,PICK_MODULE,345.65,5.109090909,24,12,3,6,MATRIX,Y
554891577,Happy Baby Organic Sweet Potato & Banana Gentle Teething Wafers 12 0.14 oz. Packs,6,7.2,2.5,7.2,2.5,6,0.25,1.5,PICK_MODULE,39.8,5.090909091,49,25,6,12,MATRIX,Y
564312629,5 Hour Energy Shot  Berry  1.93 Fl Oz  10 Ct,7.5,3.25,3,7.5,3,3,1.6,4.81,PICK_MODULE,85.8,5.090909091,72,36,8,18,MATRIX,Y
575782940,Apple iPod touch 7th Generation 32GB   PRODUCT(RED) (New Model),5.15,1.15,2.75,5.15,1.15,6,0.45,2.71,PICK_MODULE,113.89,5.090909091,322,163,38,80,MATRIX,Y
575402746,Atkins Protein Rich Meal Bar  Chocolate Chip Cookie Dough  Keto Friendly  5 Count,6,1.75,6.25,6.25,1.75,6,1.81,10.83,PICK_MODULE,100.69,5.090909091,80,41,9,20,MATRIX,Y
575240076,Sunbeam White Heated Mattress Pad  Queen,12.25,8.5,11.5,12.25,8.5,2,4.92,9.83,PALLET_FLOW_MODULE,72.88,5.090909091,4,2,1,1,MATRIX,Y
551724237,Great Value Radiatore Macaroni  16 oz,5,8,3,8,3,7,1.1,7.71,PICK_MODULE,19.33,5.090909091,44,22,5,11,MATRIX,Y
5970641,Maybelline Great Lash Washable Mascara  Blackest Black  0.43 fl. oz.,5.75,1.5,3,5.75,1.5,72,0.05,3.61,PICK_MODULE,48.06,5.090909091,203,103,24,51,MATRIX,Y
563996678,OGX Salon Size Renewing Argan Oil of Morocco Shampoo 25.4oz with pump,2.5,10.75,3,10.75,2.5,4,1.9,7.62,PICK_MODULE,101.94,5.072727273,65,33,8,16,MATRIX,Y
570885599,Little Tikes Garden Chair   Dark Blue,15,9.5,10.25,15,9.5,4,1.55,6.22,OFFLINE_PICK,96.87,5.072727273,4,2,0,1,MATRIX,Y
563407184,Pepperidge Farm Milano Orange Cookies  7 oz. Bag,3,3,3.5,3.5,3,24,0.5,12.04,PICK_MODULE,90.9,5.072727273,167,84,20,42,MATRIX,Y
568403427,Air Wick plug in Scented Oil Refill  Wild Berries  Air Freshener  5ct  Fall scent  Fall dcor,8,2,7,8,2,5,0.9,4.51,PICK_MODULE,71.12,5.072727273,47,24,6,12,MATRIX,Y
575986411,L.O.L. Surprise Furniture Bedroom with Neon Q.T.& 10+ Surprises,6.25,5.75,4,6.25,4,8,0.65,5.2,PICK_MODULE,103.09,5.072727273,37,19,4,9,MATRIX,Y
574154354,,13,15,5.75,15,5.75,2,3.51,7.02,PICK_MODULE,154.59,5.072727273,5,2,1,1,MATRIX,Y
564234485,Eclipse Spearmint Sugar Free Chewing Gum  180 Piece Bag,7.1,1.9,5,7.1,1.9,8,0.6,4.81,PICK_MODULE,38.45,5.072727273,78,39,9,19,MATRIX,Y
569047529,Innovo Digital Forehead & Ear Thermometer for Children and Adults  CE and FDA Cleared,3.25,2.75,7,7,2.75,50,0.5,25.09,PICK_MODULE,37.21,5.072727273,84,43,10,21,MATRIX,Y
555826023,Bai Antioxidant Infused Beverage  Brasilia Blueberry  18 Fl Oz  12 Count,10.75,8,8,10.75,8,1,10.03,10.03,PICK_MODULE,75.07,5.072727273,8,4,1,2,MATRIX,Y
569702479,Gerber White Organic Cotton Long Sleeve Onesies Bodysuits  6pk (Baby Boys or Baby Girls  Unisex),20,0.67,16,20,0.67,9,0.9,8.12,PICK_MODULE,56.05,5.072727273,24,12,3,6,MATRIX,Y
557652035,DreamBone Twist Sticks with Peanut Butter Rawhide Free Dog Chews  9.7 Oz. (50 Count),9,7,1.5,9,1.5,20,0.7,14.03,PICK_MODULE,52.69,5.072727273,56,28,7,14,MATRIX,Y
573360398,Smucker s Low Sugar Preserves Strawberry  15.5 OZ,3,5.25,3,5.25,3,8,1.5,12.04,PICK_MODULE,25.05,5.072727273,111,56,13,28,MATRIX,Y
551939513,Cra Z Loom Ultimate Rubber Band Loom,11,12,2,12,2,4,0.65,2.6,PICK_MODULE,158.66,5.072727273,20,10,2,5,MATRIX,Y
551994003,Goody Large Two Sided Mirror Styling Mirror & Magnifying Mirror 1 Ct,5.75,1,10.85,10.85,1,6,0.35,2.11,PICK_MODULE,59.39,5.054545455,84,43,10,21,MATRIX,Y
553140437,Maybelline Lash Sensational Washable Mascara  Blackest Black  0.32 fl. oz.,2.75,0.5,5.5,5.5,0.5,72,0.05,3.61,PICK_MODULE,26.09,5.054545455,694,352,82,173,MATRIX,Y
553893999,Orbeez Ultimate Soothing Spa   Includes 2000 Absorbent Water Beads for a Relaxing Heated Foot Massage,14,5.5,12,14,5.5,2,2.26,4.51,PICK_MODULE,53.34,5.054545455,6,3,1,1,MATRIX,Y
575757480,Nature Valley Wafer Bar  Peanut Butter Chocolate  5 Ct,6.25,6.5,2,6.5,2,6,0.55,3.31,PICK_MODULE,32.88,5.054545455,65,33,8,16,MATRIX,Y
577496305,SlimFast Keto Meal Replacement Bar Nutty Caramel & Nougat  1.48 oz  Pack of 5,6,2,6.5,6.5,2,4,1.5,6.02,PICK_MODULE,47.36,5.036363636,67,34,8,17,MATRIX,Y
563304912,ALWAYS Maxi Size 5 Extra Heavy Overnight Pads With Wings Unscented  36 Count,10,4.2,11.2,11.2,4.2,1,1.71,1.71,PICK_MODULE,17.53,5.036363636,11,6,1,3,MATRIX,Y
573917055,Mainstays Nexgen Waterproof Allergy Relief Zippered Mattress Protector  Full,9,3.75,6.75,9,3.75,3,1.2,3.61,PICK_MODULE,155.72,5.036363636,23,12,3,6,MATRIX,Y
554643018,Gillette Fusion5 ProShield Chill Men s Razor Blades  8 Blade Refills,4.25,1,4,4.25,1,36,0.15,5.42,PICK_MODULE,41.48,5.036363636,309,156,36,77,MATRIX,Y
554470702,Smart Mouth Activated Oral Rinse Clinical DDS  16.0 FL OZ,5,9,2.5,9,2.5,9,1.25,11.27,PICK_MODULE,45.07,5.036363636,47,24,5,12,MATRIX,Y
567354364,Dawn Pure Essentials Dishwashing Liquid Dish Soap  Lavender Wisp  24 fl oz,4.5,10,2.5,10,2.5,10,0.78,7.81,PICK_MODULE,81.62,5.036363636,47,24,5,12,MATRIX,Y
573894906,DreamBone Twists Wrapped with Chicken Rawhide Free Dog Chews  36 Count,9,2,7,9,2,24,0.7,16.83,PICK_MODULE,125.3,5.036363636,42,21,5,10,MATRIX,Y
571992608,Great Value Classic Olive Oil 17 fl oz,2.5,7.9,2.5,7.9,2.5,12,1.2,14.44,PICK_MODULE,34.67,5.018181818,106,54,13,27,MATRIX,Y
565355739,Mainstays 14  x 22  Trendsetter Poster and Picture Frame  Black,15,23,1,23,1,4,1.15,4.61,PICK_MODULE,126.79,5.018181818,15,8,2,4,MATRIX,Y
575621912,Milani Easybrow Automatic Pencil  Dark Brown,2,1,7,7,1,48,0.02,0.96,PICK_MODULE,82.71,5.018181818,375,190,44,94,MATRIX,Y
575537362,Fortnite Battle Royale Collection: All Terrain Kart Vehicle & Drift figure,7.5,4,9,9,4,3,0.5,1.5,PICK_MODULE,39.11,5.018181818,19,10,2,5,MATRIX,Y
567992696,GoGo squeeZ Applesauce Vty App/Pch/GIMME5 3.2oz 20PK,5.75,4.75,10,10,4.75,2,4.62,9.23,PICK_MODULE,22.18,5.018181818,19,10,2,5,MATRIX,Y
568486480,Utz Pretzel  Honey Wheat 56 oz. Barrel,9.75,9.75,10,10,9.75,1,4.52,4.52,PICK_MODULE,29.24,5.018181818,6,3,1,1,MATRIX,Y
569102602,ChapStick Classic Flavored Lip Balm  Cherry  3 Count,3,4,1,4,1,72,0.05,3.5,PICK_MODULE,33.68,5.018181818,438,222,51,109,MATRIX,Y
576051034,Brahma Men s Raid Steel Toe Work Boot,12,14.75,5,14.75,5,6,4.11,24.68,PICK_MODULE,78.39,5.018181818,6,3,1,1,MATRIX,Y
562915101,Twinings of London  Decaffeinated English Breakfast  Tea Bags  20 Ct,5,2.75,3.25,5,2.75,4,0.2,0.81,PICK_MODULE,22.67,5.018181818,117,60,14,29,MATRIX,Y
565723471,Halls Cough Drops  Mountain Menthol  70 Ct,6.5,9.5,6.5,9.5,6.5,12,0.5,6,PICK_MODULE,70.65,5,13,7,2,3,MATRIX,Y
556736589,Barbie Fairytale Groom Doll in Wedding Tuxedo with Pink Bowtie,4.5,2,13,13,2,3,0.4,1.2,PICK_MODULE,87.21,5,45,23,5,11,MATRIX,Y
565358869,Seventh Generation Hand Wash Soap Lavender Flower & Mint 12 oz,6.7,2,2.3,6.7,2,8,0.9,7.22,PICK_MODULE,106.05,5,170,86,20,43,MATRIX,Y
575567755,Huggle Socks  Premium Fleece Slipper Socks with Non Slip Grips  As Seen on TV,4.55,11,3.45,11,3.45,12,0.5,6,PICK_MODULE,115.59,5,30,15,4,8,MATRIX,Y
576985353,Time and Tru Cowl Neck Tunic Sweater Women s,12.1,1.27,12,12.1,1.27,12,1.5,18.06,PICK_MODULE,138.34,5,28,14,3,7,MATRIX,Y
564061778,Tide Pods Free & Gentle  Laundry Detergent Pacs  42 ct.,7.5,7,8,8,7,4,2.76,11.04,PICK_MODULE,43.97,5,13,6,1,3,MATRIX,Y
574392876,DC Comics Batman Missions 12 inch True Moves Batman Figure,4,2.25,12.25,12.25,2.25,4,0.6,2.41,PICK_MODULE,88.33,5,48,24,6,12,MATRIX,Y
575874467,Fisher Price Bright Basics Bundle  5 Classic Toys Set,20,5,10,20,5,2,3.86,7.73,PICK_MODULE,69.46,5,5,3,1,1,MATRIX,Y
565562467,Sparkling Ice  Peach Nectarine  17 Fl Oz  12 Count,8,10,9,10,8,1,14.35,14.35,OFFLINE_PICK,96.36,4.981818182,7,4,1,2,MATRIX,Y
555302936,DOVE PROMISES Chocolate Candy Variety Mix  43.07 Ounce  150 Piece Bag,12,2.5,9,12,2.5,6,2.01,12.04,PICK_MODULE,62.42,4.981818182,19,10,2,5,MATRIX,Y
575759460,Planters Mixed Nuts  Lightly Salted  10.3 oz Canister,4.25,3.25,4.25,4.25,3.25,12,0.75,9.03,PICK_MODULE,230.21,4.981818182,89,45,11,22,MATRIX,Y
554750748,Friskies Cat Treats  Party Mix Beachside Crunch   20 oz. Canister,6.5,4.5,4,6.5,4,3,1.45,4.36,PICK_MODULE,97.14,4.981818182,45,23,5,11,MATRIX,Y
574084501,Crest Pro Health with a Touch of Scope Whitening Toothpaste  4.6 oz  Pack of 2,7.25,3.25,1.5,7.25,1.5,6,0.65,3.9,PICK_MODULE,48.67,4.981818182,149,75,17,37,MATRIX,Y
9212126,Great Value Premium Original Shells & Cheese  12 oz,4.5,1.9,6.5,6.5,1.9,12,0.85,10.22,PICK_MODULE,50.8,4.981818182,94,48,11,24,MATRIX,Y
4092667,ReliOn Nitrile Examination Gloves  100 count,9.5,3.25,4.75,9.5,3.25,18,1.1,19.87,PICK_MODULE,110.82,4.963636364,36,18,4,9,MATRIX,Y
550126705,Tom s Of Maine Natural Aluminum Free Deodorant  Mountain Spring  2.25 Oz,7.5,4.75,5,7.5,4.75,18,1.35,24.37,PICK_MODULE,89.67,4.963636364,29,15,3,7,MATRIX,Y
556630766,Head and Shoulders Dry Scalp Care Daily Use Anti Dandruff Shampoo  32.1 fl oz,8,2,4,8,2,4,2.41,9.63,PICK_MODULE,63.67,4.963636364,82,42,10,20,MATRIX,Y
568170184,Glade PlugIns Scented Oil Refill  Hawaiian Breeze  Essential Oil Infused Wall Plug In  3.35 fl oz  5 ct,6,2,5.5,6,2,5,0.4,2,PICK_MODULE,39.19,4.963636364,80,40,9,20,MATRIX,Y
555930440,Equate Daily Fiber Orange Smooth Fiber Powder  48.2 oz,5.5,9.5,5.5,9.5,5.5,4,3.26,13.04,PICK_MODULE,144.36,4.963636364,18,9,2,5,MATRIX,Y
576994508,Maxwell House Medium Roast House Blend Coffee K Cups  Caffeinated  60 ct   18.6 oz Box,12.25,6.24,10,12.25,6.24,1,2.26,2.26,PICK_MODULE,94.67,4.963636364,7,3,1,2,MATRIX,Y
570387256,Burberry Touch For Men Eau De Toilette Spray  Cologne for Men  3.3 Oz,3.25,6.75,3,6.75,3,12,0.9,10.83,PICK_MODULE,64,4.963636364,80,40,9,20,MATRIX,Y
566079197,Vitafusion Vitamin D3 gummies  2000 iu  164 ct Bonus,3.25,3.25,6.5,6.5,3.25,12,0.9,10.83,PICK_MODULE,96.34,4.963636364,76,39,9,19,MATRIX,Y
576449020,Blinger 5 Piece Refill Pack   Sparkle Collection Jewel Pack,5.25,0.75,8,8,0.75,12,0.1,1.19,PICK_MODULE,14.67,4.963636364,167,84,20,42,MATRIX,Y
572752796,Colgate Total Toothpaste  Fresh Mint Stripe Gel  4.8 oz. 2 pack,8,1.16,4,8,1.16,12,0.7,8.42,PICK_MODULE,87.31,4.963636364,141,72,17,35,MATRIX,Y
564608310,Nestle Toll House Semi Sweet Chocolate Mini Morsels 20 oz. Bag,5.5,1,9.75,9.75,1,12,1.3,15.63,PICK_MODULE,98.79,4.963636364,98,50,12,24,MATRIX,Y
558275822,Lance Toasty Peanut Butter Sandwich Crackers  Family Size 20 Ct,8.75,3.75,5.5,8.75,3.75,6,1.86,11.14,PICK_MODULE,94.2,4.945454545,29,15,3,7,MATRIX,Y
565282583,Mott s 100% Apple Juice  6.75 Fl Oz Boxes  8 Count,5,3,7.75,7.75,3,4,3.76,15.05,PICK_MODULE,26.5,4.945454545,45,23,5,11,MATRIX,Y
566792732,Cetaphil Ultra Gentle Body Wash  Fragrance Free  Sensitive Skin  All Skin Types  Hypoallergenic  Dermatologist Tested  16.9oz,4,1.25,9,9,1.25,12,1.3,15.63,PICK_MODULE,52.4,4.945454545,117,59,14,29,MATRIX,Y
571736239,Swedish Fish Fat Free Soft & Chewy Candies  30.4 Oz.,11.25,9,3,11.25,3,3,1.96,5.87,PICK_MODULE,24.15,4.945454545,17,9,2,4,MATRIX,Y
577148444,Hamburg 1.5 Gallon Beverage Dispenser & Stand,13,8.25,8.5,13,8.25,2,3.11,6.22,PICK_MODULE,95.02,4.945454545,6,3,1,1,MATRIX,Y
568101710,NYX Professional Makeup Glitter Primer,4,1,1,4,1,72,0.05,3.5,PICK_MODULE,110.61,4.945454545,1313,665,154,328,MATRIX,Y
572040150,2 Pack  Equate Beauty Exfoliating Makeup Remover Wipes  120 Count,6.5,4,5,6.5,4,6,1.65,9.93,PICK_MODULE,51.2,4.945454545,40,20,5,10,MATRIX,Y
556001373,VTech Kidizoom Camera Pix   Pink,3,9.75,9,9.75,3,3,3.31,9.93,PICK_MODULE,77.57,4.945454545,20,10,2,5,MATRIX,Y
568546460,Gold Peak Iced Tea  Raspberry Tea  16.9 Fl Oz  6 Count,8.15,5.15,8.25,8.25,5.15,4,3.37,13.49,PICK_MODULE,53.8,4.945454545,15,8,2,4,MATRIX,Y
551667028,Oball Shaker Rattle Toy  Ages Newborn +,6,2.25,7,7,2.25,12,0.1,1.19,PICK_MODULE,88.64,4.927272727,56,28,7,14,MATRIX,Y
551277463,PediaSure Grow & Gain Kids Nutritional Shake  with Protein  DHA  and Vitamins & Minerals  Chocolate  8 fl oz  24 Count,9.5,6,14,14,6,1,10.23,10.23,PICK_MODULE,28.08,4.927272727,7,3,1,2,MATRIX,Y
564155098,Gillette Satin Care Ultra Sensitive Shave Gel twin pack  14oz,4.25,8,2.25,8,2.25,6,1.15,6.92,PICK_MODULE,43.61,4.927272727,69,35,8,17,MATRIX,Y
555546895,Tramontina PrimaWare 1 Quart Non Stick Steel Gray Open Sauce Pan,12,2.75,6,12,2.75,2,0.6,1.2,PICK_MODULE,62.88,4.927272727,27,13,3,7,MATRIX,Y
565141823,Bamboo Steamer   3 Piece   10 Inch Diameter   By Trademark Innovations,10.5,6.5,10.25,10.5,6.5,4,1.45,5.81,PICK_MODULE,130.14,4.927272727,8,4,1,2,MATRIX,Y
